Permutation	rank_1	rank_2	rank_3	rank_4	rank_5	rank_6	rank_7	rank_8	rank_9	rank_10	rank_11	rank_12	rank_13	rank_14	rank_15	rank_16	rank_17	rank_18	rank_19	rank_20	rank_21	rank_22	rank_23	rank_24	rank_25	rank_26	rank_27	rank_28	rank_29	rank_30	rank_31	rank_32	rank_33	rank_34	rank_35	rank_36	rank_37	rank_38	rank_39	rank_40	rank_41	rank_42	rank_43	rank_44	rank_45	rank_46	rank_47	rank_48	rank_49	rank_50	rank_51	rank_52	rank_53	rank_54	rank_55	rank_56	rank_57	rank_58	rank_59	rank_60	rank_61	rank_62	rank_63	rank_64	rank_65	rank_66	rank_67	rank_68	rank_69	rank_70	rank_71	rank_72	rank_73	rank_74	rank_75	rank_76	rank_77	rank_78	rank_79	rank_80	rank_81	rank_82	rank_83	rank_84	rank_85	rank_86	rank_87	rank_88	rank_89	rank_90	rank_91	rank_92	rank_93	rank_94	rank_95	rank_96	rank_97	rank_98	rank_99	rank_100	rank_101	rank_102	rank_103	rank_104	rank_105	rank_106	rank_107	rank_108	rank_109	rank_110	rank_111	rank_112	rank_113	rank_114	rank_115	rank_116	rank_117	rank_118	rank_119	rank_120	rank_121	rank_122	rank_123	rank_124	rank_125	rank_126	rank_127	rank_128	rank_129	rank_130	rank_131	rank_132	rank_133	rank_134	rank_135	rank_136	rank_137	rank_138	rank_139	rank_140	rank_141	rank_142	rank_143	rank_144	rank_145	rank_146	rank_147	rank_148	rank_149	rank_150	rank_151	rank_152	rank_153	rank_154	rank_155	rank_156	rank_157	rank_158
1	55508	73631	87234	95726	102305	108037	113824	118842	123663	128158	132451	136014	140353	144191	147718	151605	155094	158669	162248	165613	169054	172181	175374	178427	181703	184785	187975	190974	194976	197955	201152	203998	207354	210023	212845	215697	218335	221176	223971	225880	228448	231201	233594	236238	240123	242598	250528	253384	255810	258243	260735	263226	265544	269436	271761	273860	276158	278695	280746	282810	284764	286616	288898	291051	293726	295969	297986	302873	304792	306981	308900	310690	313108	314819	316583	318433	320285	322247	324646	326434	328110	329899	331613	333541	335964	337570	339014	340362	342126	343746	345332	347271	349083	350546	352397	353755	355240	356622	359620	361171	362750	366749	368132	369552	371000	372445	373082	374454	375994	377415	379147	380513	381713	382904	384396	385838	387101	387109	388263	389283	390956	392183	393467	394700	395964	397235	398526	399901	401182	402449	403510	404509	405607	406868	407976	409323	410317	411312	412360	413482	414666	415748	416840	417851	419037	420132	421096	422084	423044	423472	424625	425644	426623	427391	428272	429210	430194	431426
2	55513	73744	85036	93823	100387	106323	111832	117053	121556	124705	128811	132834	138034	141987	145885	152161	155700	159484	163027	166561	170095	173334	176402	179435	182470	185422	188543	191830	194150	197049	200617	203538	206419	209792	212729	215322	219697	222935	225390	227977	230540	233133	235643	238904	241188	244668	246760	248707	251358	253890	256282	259183	261840	267283	269626	271565	273823	275930	278250	280461	282979	284942	287263	293985	295087	297159	299261	303896	303906	305910	307998	310351	312252	314522	316571	318420	320433	322148	324072	325925	327897	329756	331763	333565	335407	337454	339256	341005	342840	344609	346746	348639	350401	352260	353960	355431	356924	358238	359703	361256	362574	363990	365281	366739	368484	369664	371193	372571	373882	375550	376782	378224	379577	380711	382023	383685	385253	387828	389464	391110	392592	393932	395285	396462	397876	399122	400401	401578	402864	403358	404448	405611	406758	407829	409072	410453	411580	412545	413197	414313	415405	416487	417617	418537	419512	420613	421655	422754	423683	424685	425828	426584	427280	428142	429108	430072	430767	431426
3	56430	74870	86071	93964	100673	106600	111955	116771	121604	128545	132791	137642	141775	145581	149160	152844	156455	160074	163522	167670	170817	174177	177915	181093	184209	187405	190162	193307	196242	199208	202133	204790	207421	209436	213907	219589	222623	225390	228066	230649	235936	238545	243683	246196	248743	251275	253676	256175	258528	260914	263301	265247	269255	271953	274066	276834	279112	281342	283541	285537	287592	290099	292201	294414	296577	298203	300224	302379	307025	309185	311482	313326	315183	317112	318874	321137	323401	325216	326918	328334	330076	331655	333501	335882	339088	339876	342015	343602	345325	347150	348841	350476	352030	353772	355592	357261	359026	360614	362395	363971	365307	366726	368215	369801	371586	373145	374605	376010	377426	378840	380246	381600	383331	384849	386145	387395	388665	388676	390129	390138	391319	392381	393619	394835	396226	397391	398508	399959	401103	402316	403203	404381	405605	406810	407831	409110	410036	411134	412223	413468	414426	415287	416422	417654	418668	419629	420680	421726	422707	423550	424484	425609	426624	427652	428604	429534	430522	431426
4	54990	72941	84031	92471	97826	103713	109496	114706	119547	124175	128687	132875	136862	140900	147097	150535	154201	158440	161947	165423	168546	171866	175203	178218	181406	184632	187622	190448	195388	198221	201094	204006	207206	210558	212977	215593	218372	221028	224514	227026	229423	231936	234466	236952	239332	244857	247280	249661	252116	254521	256983	259438	261802	263913	266058	268041	270214	273696	276257	278574	280558	283017	285371	288618	290811	292629	294758	296490	299262	301363	303334	305227	307290	309765	314384	316005	317776	319685	321425	323494	326259	328079	329670	331371	333227	334787	337408	339165	340874	342693	344483	346124	347401	349205	350063	351377	353038	354603	355720	357485	359193	360534	361928	363403	365031	366317	367985	369531	370940	374085	375501	376763	378468	379908	381213	382842	384643	385844	387230	388783	389488	390966	391818	393130	394381	395589	396907	398143	399392	400586	401756	402822	404051	405023	406448	407606	408631	409672	410827	411955	415312	416301	417638	418654	419744	420780	420790	421792	422680	423670	424567	425616	426507	427579	428647	429546	430517	431426
5	54821	73084	84643	92566	99949	106663	112087	117184	121726	126700	131032	135198	139235	142868	146696	152969	156653	160438	163643	167360	169573	172941	177025	180771	184102	187064	190160	193295	196314	199174	202143	205241	208056	210869	213766	216393	219186	223204	225829	228352	230747	233260	235919	239064	241407	243776	246224	248668	251030	253409	257080	259511	261906	264489	267020	269610	272749	275000	277395	279616	281370	283423	285526	287626	289723	291683	293652	295553	298436	300295	302368	304352	306453	308252	309833	311852	313345	315188	320431	322154	326352	328216	329899	331683	333495	334416	336035	337757	339673	342189	343891	345420	347065	349489	351245	352750	354413	356072	357678	359182	360744	362222	363958	365395	367034	368487	369847	371402	373296	376402	377590	378900	380118	381402	382834	384246	385783	387052	388393	389560	390789	392015	393424	394606	395779	397165	398301	399662	401036	402544	403617	405197	406255	407512	409208	410216	411043	412205	413158	414302	415194	416139	417155	418287	419313	420280	421339	421766	422785	423635	424990	425903	426971	427835	428774	429774	430194	431426
6	54699	72874	84494	92869	100675	106611	112075	116384	122529	127229	131646	136043	140101	144256	148315	151756	154947	158477	161795	165974	172022	175326	178606	181813	184373	187425	190420	193446	196296	199082	202092	207937	210838	213573	216196	219065	221617	224352	226810	229387	232643	235195	237564	240487	243237	245595	247984	250271	253194	255400	258039	260321	262353	267999	271276	273709	275945	278068	280834	282929	285464	287740	290065	292323	294288	296597	298702	298717	300876	302970	304874	307013	308830	310865	312990	314962	317094	319001	320690	322763	324657	326634	328605	330441	332224	334140	335749	337399	339015	340585	342312	344345	346087	347535	349025	350664	352226	353753	355281	358454	360154	361539	363074	364798	366251	367052	368406	369753	371182	372669	378914	380355	381904	383401	384771	386114	387540	389044	390304	391473	392719	393965	394840	396183	397554	398707	399850	401153	402173	403138	404377	405548	406782	407847	408486	409626	410887	411874	413245	414422	415415	416318	417346	418452	419364	420406	420838	421627	422659	423960	424997	425965	426879	427852	428886	429874	430607	431426
7	55077	73221	87092	95591	102916	109791	114504	119863	124427	128196	132743	136757	140655	144823	149051	152765	156092	159870	163794	167432	170919	174200	177460	179448	182668	185596	188591	191563	195115	198400	201916	204627	207873	210845	213654	216281	219439	221989	227339	230280	232838	235546	238605	241235	243692	246247	248639	250831	253311	255663	258164	260498	262926	265397	268978	271237	273854	276152	278469	280781	282965	285672	287747	289737	291959	294145	296150	298110	303388	305485	307369	309326	311208	313048	315330	317256	319494	321566	323217	324812	326345	328071	329936	333992	335770	337667	337678	339591	341280	342935	344704	346560	347856	349495	351355	353106	354575	356383	357750	359196	360824	362472	364034	365578	367177	368782	370179	371479	372861	374197	375525	376639	377907	379351	380751	382224	383314	384549	385710	386894	388114	389542	390969	392359	393663	397375	398578	399667	401008	402170	403272	404474	405636	406710	407765	409098	410262	411108	414042	415492	416494	417626	418666	419454	419461	420097	421050	422168	423307	424260	424954	425881	426932	427775	428736	429736	430505	431426
8	53310	71386	83008	91550	98443	104077	110444	115608	120299	124761	129306	133175	137075	140818	144638	148302	151979	155699	159098	162383	165932	168768	172003	175441	178882	181783	184283	187779	190585	193400	196429	199426	202067	204859	207537	210259	213006	215759	218665	223299	225992	228581	231196	239193	242855	245578	247971	249771	253230	255748	258495	260972	263333	265953	268109	270503	272538	274763	279294	281827	284032	286147	288308	292777	294769	296393	298513	300622	305616	307300	309285	311002	312856	314682	316484	318222	320105	321970	323886	325677	327579	330422	332211	333944	335644	337847	339726	341481	343104	347126	348782	350293	352186	354704	356454	358020	359834	359844	361365	362745	364165	365838	367329	368771	370057	371574	373014	374399	375856	377106	378688	378701	379970	381105	382546	383974	385166	386531	387929	389229	390439	391793	392650	394007	395342	396620	397792	398945	400170	401605	402883	404191	405377	406362	407763	408832	409987	411128	412164	413402	414486	415498	416483	417810	418910	420022	420910	421457	422507	423396	424297	425073	426104	427036	428085	429433	430416	431426
9	55652	73549	85757	94117	101536	108094	113708	118618	123172	127660	131810	135943	139958	143793	148136	151829	155566	159050	162512	165944	169097	173756	176896	180090	183448	187161	190096	193451	196526	199564	202281	205762	208551	211143	214096	217186	220016	222648	225238	227852	230274	232567	235215	238192	241311	246845	248881	251308	253923	256350	258777	261069	263305	265639	267954	270187	272108	274336	276570	278708	280917	283219	285368	287424	289631	291587	293467	295505	297497	299276	301242	303034	304921	307060	309351	313865	316297	318333	320045	322096	323821	325761	327610	329443	331781	333457	335363	337186	338786	342042	343778	345421	346962	349776	351395	353118	354904	356581	358178	359733	361263	362636	364050	367889	369062	370397	374128	375551	376885	378415	379745	381354	382571	384059	385139	386361	387832	387840	389565	391019	392220	393587	395206	396626	397765	399166	400368	401495	402481	403600	404937	406131	407149	408483	409372	410525	411765	412813	413775	414942	415779	416882	417770	418928	420024	420034	421074	421859	423009	423565	424564	425607	426564	427397	428689	429579	430607	431426
10	55077	73280	84373	97918	104070	110142	115535	121311	126168	131096	135601	139438	143222	147164	151096	154544	158176	161476	167819	171140	174422	177737	181122	184152	187260	190510	193750	196424	199736	202551	205440	209092	211358	214439	217267	220106	222987	225655	228334	231099	234338	236739	239658	242180	247036	249283	251484	253859	256480	258801	263045	265368	267647	269966	272132	274340	276463	278645	280784	284201	286361	288667	290962	293340	295533	297592	299510	301505	303602	306128	308357	311323	313047	314957	318309	320099	321992	323914	325606	327288	329218	330963	332745	334480	336235	338030	339630	341390	345532	347194	349133	350787	352118	354118	355771	357013	358386	359941	361336	363047	364645	366216	368761	370043	371396	372777	373826	375141	376473	377866	379225	380398	381877	383079	384446	385642	386987	388407	389726	390964	392156	393818	394895	396025	397250	398519	400196	401587	403010	404185	405558	406693	407833	409112	410139	410994	411884	412728	412735	413945	414830	415903	416848	417790	419287	420478	421756	422808	424071	424853	425755	426831	427389	428312	428709	429821	430622	431426
11	55538	73437	84640	93238	100776	106741	111989	116978	121469	128362	132560	136655	140460	144314	148053	153365	157584	162210	165464	168861	172399	175702	178854	181930	185063	188486	191949	195110	198384	201255	204494	207849	210528	213426	216419	222068	224869	227515	230853	233567	236501	239257	241865	244453	246964	249414	251566	254114	256440	259568	261958	264104	266672	269027	271356	273534	275842	278114	280311	282348	284612	286240	288391	290503	292662	294739	296888	298991	306232	307522	309543	311468	313266	315372	317609	319418	321467	323427	325287	327058	328829	330601	332346	334313	336360	338286	340025	341985	343648	345420	347117	348581	350235	351940	353613	355338	357036	358380	360079	361426	363180	364618	365901	367389	368765	370154	371512	373195	374595	375902	377722	379077	380431	381690	383132	384459	388076	389355	390757	391946	393185	393858	394947	396216	397337	398574	399701	400950	402072	403243	405387	406417	407720	408650	409548	410484	411654	412634	413807	414740	414751	415878	417096	418060	419389	420357	421370	422510	423799	424411	425513	426579	427510	428255	429218	429743	430705	431426
12	54908	73059	87191	95700	102700	108790	116215	120332	125139	129660	135044	139271	143748	147125	151342	155516	159108	162758	166493	170421	173680	177440	180743	183850	187178	190336	198517	201467	204555	207371	210287	213432	216386	218782	221563	224327	227021	229737	232426	235294	237701	240353	243098	245713	248501	251016	253471	256138	258292	260804	263552	265738	267781	270104	272217	279161	281635	283876	286011	288784	291582	293822	295829	297962	300043	301914	303985	305904	307869	309651	311882	313661	315467	317217	319153	321145	322972	324974	326809	328774	330481	332433	334320	336161	337645	339291	341214	343065	344665	346152	347828	349393	350941	352187	352917	354583	356216	357730	359334	361030	362620	364173	365875	367528	369094	370681	371259	372874	374378	375608	376696	377975	381770	382886	384267	385650	387031	388339	389264	390420	392021	393094	394420	395661	397014	398364	399687	399696	400995	402184	403382	404338	405396	406520	407616	408727	409790	410868	412423	413941	414878	416231	417411	418411	419418	420402	421382	422425	423181	424266	425024	426053	426958	427893	428642	429556	430629	431426
13	55285	71220	82746	91364	98356	104396	110008	116261	123642	128146	132559	136760	140001	145609	149408	153048	156700	160842	164343	167826	171386	177476	180687	184255	187495	190501	193513	196479	199720	202223	205374	212937	215827	218839	221694	224473	226610	229506	232132	235396	238556	241044	243571	246071	248732	252410	254813	257119	259873	262007	264445	267221	269878	271135	273325	275777	278411	280644	282916	285129	289859	292032	294206	296231	298512	302116	304402	306554	308657	310555	313024	314919	317341	319370	321345	323154	325256	327134	328889	330697	332522	334431	336080	337847	339593	341267	342912	344597	346373	347952	349744	351744	353524	355134	356740	358279	359768	361399	362854	364364	365978	367466	369008	370455	371893	373076	374571	376251	377580	379028	380501	382166	383477	384874	386026	387543	388126	389352	390546	391870	393164	394395	395669	397038	398204	399829	400918	402231	403183	404331	405740	407082	408252	408259	409378	409387	410393	411395	412627	413783	414934	415946	416943	418208	419132	419977	420979	422026	423004	423768	424723	425616	426642	427563	428513	429464	430579	431426
14	59911	78663	89788	98122	107030	113660	118949	123815	128597	133289	137440	141797	145833	149681	153599	157185	160606	166835	170428	173364	176723	181568	184938	188075	192376	195785	198842	202076	204995	208154	211092	214114	217235	219947	222767	225191	227898	231205	233836	237636	240778	243254	245969	247757	250349	253285	255613	258041	260658	265625	268436	270890	273164	275588	277940	280159	282780	285091	287296	289450	291569	293779	295960	298150	299982	302122	304203	306104	307929	309810	311933	314021	316197	317260	319068	320868	322784	324849	326769	328499	330091	331623	333348	334982	337165	338835	340481	342101	345131	346696	348450	349434	351117	353340	354867	356669	358194	359723	361357	362913	364411	365624	367096	368637	369979	371458	372792	374326	376068	377455	378873	380230	381919	383171	384403	385686	386947	388446	389731	391201	392395	393806	394925	396025	397405	398844	400050	401197	402725	403951	405100	406251	407372	408375	409575	410737	411667	412575	413766	414912	415955	417090	418218	419308	420320	421328	422430	423693	424519	424529	425247	425682	426629	427651	428664	429551	430553	431426
15	55086	73831	85065	93581	100553	107475	113435	118388	122689	127380	131432	135294	139287	143070	146902	150555	153535	157137	160366	163407	166810	170111	172980	176107	181780	184738	188933	191876	196190	199661	202033	205122	208304	211095	213986	216660	219352	222015	224715	227304	229940	232702	235517	241050	243689	245992	249156	251165	253805	257059	259891	266883	269370	271533	273855	275957	278370	280985	281993	284085	285908	288412	290457	292780	294530	296677	298771	300746	302847	307715	309912	310793	312421	314280	315967	317688	319772	321767	323577	325848	327680	329500	331305	333136	335022	336911	338761	340698	342474	344242	348433	349811	351772	353174	354724	356458	357770	359028	360733	362414	363981	365677	367293	368693	370143	371608	373057	374502	375813	377353	378686	380218	381442	382862	384267	385789	387283	388739	390032	391505	392917	394135	395364	396522	397293	398420	399719	400817	401762	402800	404156	405340	406717	407823	409203	410701	411603	412878	413898	414979	416006	417025	418179	418922	419747	420882	421832	422876	423884	424959	425867	426613	427677	427684	428694	429636	430646	431426
16	55580	73830	85023	93029	99721	106851	112217	117253	122201	127306	131656	136176	140323	144423	148438	151924	155182	158782	161774	165311	169040	177520	180720	183816	186989	192315	195511	198449	201440	204583	207723	210494	213511	216284	219036	221836	224679	227337	230067	232693	234986	237435	240133	242697	245205	247555	250135	252520	254930	257684	260116	262524	264673	266935	269721	273724	274951	277279	279313	284086	286520	288208	290180	292239	294280	296304	298325	300220	302264	304522	306545	308423	310546	312427	314256	316316	318203	319927	321276	322922	324681	326479	328317	329982	331608	334564	336123	337856	340034	342144	344069	345684	347501	348973	350662	352141	353539	355117	356993	358513	360017	361460	362814	364345	365590	367309	368545	369923	371361	373375	374864	376020	377366	381265	382732	383994	385278	390313	391021	392532	393763	395245	396720	397864	399257	400324	401615	402797	403764	405021	406049	407338	407347	408365	409360	410453	411518	412651	413784	414834	415738	416629	417772	418782	419696	420768	421791	422789	423830	424761	425947	426871	427969	427979	428860	429584	430671	431426
17	58526	75934	86968	96250	103119	109069	114807	119989	124665	129143	133629	137593	141462	145338	149107	153049	157283	161522	164844	167530	170856	174083	177406	180493	183742	185849	188720	191811	195368	198478	201616	204833	207712	210897	216281	219311	222030	226722	229186	231875	234036	236545	239177	241283	243774	246744	249062	251774	254044	256473	259005	262624	264984	267285	269874	272025	274162	276447	278622	280879	283124	285099	287278	289397	291553	293662	296052	298111	300034	302101	304171	308439	308449	310297	312217	314295	316026	317842	319752	321394	323281	325166	329188	331030	333002	334785	336501	337825	339588	341257	343298	345144	346764	348507	350229	352060	353586	354971	356588	358288	359775	361424	365633	367085	368628	370071	371608	371620	373285	374746	376121	377441	378902	380286	381544	382700	384104	385478	386809	388149	389272	390373	391497	392516	393721	394915	396090	397504	398875	399966	401252	402370	403505	404864	405726	407095	408286	409243	412202	413328	414547	415641	416776	417870	418929	420160	421247	422207	423302	424113	424896	425662	426596	427527	428095	429005	430020	431426
18	55342	72889	83004	91784	98773	104835	110884	115941	120984	125820	130161	134605	138778	142862	147009	150522	154794	158072	160987	164221	167527	170875	176975	180326	183505	188991	191957	194830	197773	200928	203732	206779	210092	212816	218546	221407	227269	230633	232549	234951	237556	240092	242567	245712	248375	251111	253584	255351	257711	260414	263116	265519	267837	270463	272836	277332	279482	281809	283769	285978	288066	290213	292379	295988	298166	300540	302522	304161	306162	308107	310112	311835	314016	315920	318519	320491	321883	324292	326248	328090	329927	331741	333479	335178	337059	340392	342196	343685	345284	347187	348756	350428	352013	353648	355359	357039	358858	360429	361808	363374	364152	365699	367401	368747	368758	370167	371560	373139	374644	376102	377618	379029	380463	381879	383016	384307	385931	387153	388422	389854	391247	392345	393511	394813	396464	397936	399224	400751	401922	403081	404481	405834	406889	407983	409077	410240	411571	412579	413463	414507	415369	416735	417710	418749	419880	420957	421979	423033	423963	424836	425646	426449	427810	427820	428837	429736	430668	431426
19	56014	74328	85228	93366	100065	105972	111336	116922	121566	129053	133566	137560	141656	145695	149678	153164	156898	160638	163854	167277	170401	173765	177434	180717	184083	187200	190207	193212	195755	198415	201271	204305	207618	210469	213331	215985	218719	221532	225045	228127	230796	232525	235101	237629	240227	242642	245224	247437	249732	252349	254652	257071	259575	261874	264026	266260	268421	270531	272735	274675	277022	279410	281730	283798	285956	291324	294470	296477	298497	300193	302262	304033	306197	308326	310119	311841	314776	316769	318658	323373	325237	327070	328416	332563	334560	336186	337832	339197	340818	342376	344039	345609	347209	348865	350532	351810	354320	355915	357419	359398	360877	362416	363781	365246	368399	370472	371504	372952	376074	377498	378852	380187	381488	383531	385061	386241	387444	388747	390321	390330	391688	392907	394553	395775	397320	398441	399582	400809	402160	403210	404486	405734	406180	407347	408639	409813	410911	411927	412867	413931	414879	416084	416690	417808	418999	420036	420960	421978	422896	424001	424919	425885	427252	427878	428626	429559	430513	431426
20	55284	74133	85920	99275	106341	111352	116489	126537	131597	135769	140011	144389	148393	152393	158619	162217	165704	169505	173082	176697	180141	183415	186513	189802	193259	194869	197937	201104	204103	208160	211323	214631	217665	220436	223484	226482	230503	233087	235913	238704	241077	242614	245337	247941	250819	253230	255626	257674	260148	261883	264070	266700	269164	273064	275831	278328	281234	283486	285873	288088	290264	292466	294469	296647	298810	300814	303095	305119	307314	309388	310955	313000	314756	316611	318435	320407	322110	324061	326383	328754	330650	332433	334133	335866	337672	339383	341115	343230	345084	346623	348378	349965	351561	352918	354594	356069	357772	359083	360439	362039	365127	366817	368361	369970	371388	372729	374405	375654	377079	378430	379822	381065	382271	383652	384920	386264	387518	389185	390673	391709	392747	394037	394859	396040	397273	398443	400054	401226	402363	403502	404780	405895	407080	408335	409339	410537	411435	412509	413599	414713	415138	416187	417363	418502	419604	420595	421410	422473	423232	424239	425330	426242	427098	428230	428775	429863	430445	431426
21	55342	73359	84541	92978	100649	106661	111837	116070	121075	125482	130137	134132	137966	141792	145609	149664	154095	157717	163256	166714	169902	173279	176631	180893	184190	187200	195338	197386	200484	203113	205991	208861	212323	215221	218125	221205	224099	226832	234347	236947	239930	242502	245111	247574	250101	252552	255007	257499	259798	262857	265149	267563	269978	272232	274607	276165	278384	280611	283044	285029	287304	289648	291843	294249	296516	298420	300290	301422	303723	305629	307469	309365	311205	313055	314794	316281	318057	320557	322255	324006	325615	327556	329582	331635	333565	335412	337033	338716	340724	342304	343606	345277	346646	348209	349857	351818	353325	355141	357065	358705	360095	361711	363238	364658	366067	367629	368912	370108	371452	373192	374415	375806	377408	378451	382352	384172	385504	386228	387650	388861	391820	393146	394473	395867	396988	398089	399454	400821	401807	402904	404127	405365	406412	407732	409272	410529	411594	412635	413687	414756	415845	416810	417808	418775	419196	420152	421302	422189	423168	424223	425324	426236	427192	428222	428691	429430	430528	431426
22	55425	71651	82815	91064	98345	104404	108988	114009	118313	123008	127756	131938	135815	139766	143627	147981	151588	155446	159073	163173	166899	170329	173736	179392	182015	185507	188504	191698	196257	199323	205240	208471	211344	214259	217216	220982	224612	227512	230496	233136	235697	238374	240981	243723	246514	249071	251982	254587	256987	259288	261568	263866	266333	267899	270126	272859	274966	277506	279499	281949	284224	286410	288446	290530	292447	294508	299839	301910	303754	305776	307722	309579	311623	314048	315881	317658	319527	322467	324292	326214	328710	330617	331600	333521	335443	337321	340550	342199	343887	345515	347321	348614	350124	351613	353192	354891	356459	358037	359495	361289	362858	364463	366139	367849	369491	370741	372626	373814	374398	375758	377091	378277	379560	381726	383038	384700	385923	387181	388232	389759	390490	391525	392934	394242	395570	396710	397754	399138	400273	401529	402716	403965	405149	406089	407351	408817	409834	410957	412137	413316	414226	415170	416105	417113	418370	419309	420324	421256	422240	423272	424231	425168	426141	427083	428128	429026	430020	431426
23	55241	73361	84576	93221	101438	107468	115263	120557	125348	130079	134629	140726	144086	150734	154825	159678	163391	167102	170156	173656	176894	180081	183401	186706	189871	193132	196240	199396	202244	205264	207975	211277	214643	217624	220442	223215	225945	228406	230693	233095	236233	238826	241503	244355	246607	249602	252272	254744	257592	259810	262634	264873	267207	269965	272433	274434	276767	279509	281933	283997	286174	288313	290298	292541	294634	294649	296675	299022	301032	303798	305836	308014	309976	312044	313899	315908	317723	319565	321428	323498	325456	329267	331082	332843	334560	336258	337957	339622	341396	343315	346559	348169	349761	351226	352916	354506	356021	357739	359349	360878	362437	364305	365875	367347	368621	369962	371450	372774	373928	375318	376713	378024	379385	380684	381976	386995	388230	389584	390942	392289	393508	394560	395944	397432	397441	398640	399920	401149	402239	403348	404436	405594	406839	408125	409034	409742	410702	411597	412540	413563	414625	415582	416782	417854	418875	420076	421530	422490	423438	424416	425471	426520	427423	428360	429110	429701	430656	431426
24	55175	73118	85455	96864	103851	109701	114844	119730	124399	128679	133012	137198	141080	149562	154180	158227	161865	165238	168815	172247	175481	179455	182589	185190	188932	192431	195626	198543	203233	206117	209166	212304	214843	217545	220419	223267	226042	229954	232319	235086	237601	240113	242504	245318	249705	252200	252214	254677	257080	259421	261680	264227	266741	268981	271337	273548	275186	277795	279808	282016	284748	286903	288973	291153	293547	295701	297764	300289	302174	304401	306390	308515	310425	312319	314296	316212	318070	320029	321876	323633	325516	327318	329198	330694	332502	334606	336231	338009	339683	341470	343338	350070	351725	353281	354191	355917	357397	358922	360634	362270	363659	365315	366827	368405	369879	371510	373151	374506	376052	377463	378863	380327	381492	383038	384346	385725	387269	388978	390262	391556	392822	394051	395199	396307	397591	398722	399998	401269	402348	403871	404986	406159	407281	408258	409367	410357	410994	412056	413226	413857	415064	415960	417090	417525	418768	419883	420768	421782	422707	423588	424564	425445	426274	427357	428098	428916	430324	431426
25	54908	73190	84426	92696	102276	108519	114167	119181	123945	128453	132783	136744	140673	145316	149062	152757	156291	159588	162881	166170	169498	175510	178907	182100	185433	190620	193093	195870	198755	200767	203784	206616	209674	212358	215122	218137	220838	223488	226322	228801	234299	238138	241244	243452	245765	248340	251010	254007	256490	258816	261274	263647	266552	268892	268904	271289	274040	276075	278272	280631	282914	285302	287551	290113	293624	295733	297689	299739	302010	303930	305715	308142	310129	312017	314175	316200	317983	319867	321673	323444	325423	327116	328799	330282	332080	333792	335529	337172	338958	340641	342767	344354	346166	347562	349030	350603	351832	353404	355577	357195	358674	360387	362163	363644	365141	366597	368048	369345	370677	372284	373550	374790	376393	377954	379119	380703	382193	383402	384775	386255	387634	388656	389985	391329	392492	393640	397130	398390	399553	400592	401748	402969	404571	405634	406734	407943	409142	410369	411604	414549	415562	416998	417987	419102	420081	420949	421920	422920	423524	424518	425352	425942	426843	427797	428325	429383	430399	431426
26	55273	73432	84315	92858	99816	106103	112747	117817	122427	131951	136351	140927	145150	148899	152688	156452	159860	163821	167362	172658	175918	179429	182637	185768	188990	192181	195124	198255	201231	204145	206997	210028	212874	215559	218882	221476	224301	227024	229485	230843	233727	236054	238812	241240	243416	245500	247839	249082	251364	253865	256351	258655	264152	266920	269188	273928	276156	278241	280458	282890	285117	287264	289616	291897	294156	296319	298468	300553	302696	305563	307697	309773	311764	313729	315688	317611	319512	321413	323322	325058	326642	328236	330163	332059	334078	336117	337792	339401	340946	342858	344367	346023	347804	349466	351206	352863	354800	356452	358081	359526	361351	362593	364134	365675	367331	368933	370610	371995	373317	374625	376096	377767	379066	380409	381792	383096	386773	388162	389378	390673	391986	393053	394316	395626	396557	397840	399361	400462	401754	402903	404013	405057	406458	406467	407560	408282	411156	412244	413187	413677	414829	416062	417031	418226	419169	420195	421181	422208	423210	424054	424870	425752	426705	427674	428510	429522	430544	431426
27	55651	73856	85681	93804	100401	106298	111597	118481	122824	127493	131906	136254	140465	144510	148130	156844	160190	163551	166719	170118	173566	177395	180488	182950	184640	188111	191177	193232	196333	201253	204088	207356	210169	213106	215977	218571	222860	225554	228214	230964	233711	236388	239463	242021	244426	247047	249457	251945	254464	256996	264570	266467	268862	271167	275851	278410	281288	283640	286269	288761	290805	292916	294712	297050	298967	301109	303391	305394	307544	310275	313124	315316	317225	319136	321106	322988	324828	326620	328329	330368	332556	334441	334456	336283	338093	339915	342052	343731	345532	347350	348831	350382	351817	353858	355202	356816	358402	359835	361358	362847	364291	365719	367451	368872	370355	371832	373083	374506	375996	377264	378815	380173	381477	382674	383968	385140	386447	387727	389031	390496	391612	392301	393745	394871	396172	397647	398797	399789	401134	402278	403382	404534	405816	407086	408267	409577	410824	411805	412745	413719	414746	415928	416382	417503	418655	419783	420830	421750	422858	423739	424827	425859	426816	427733	428672	429766	430506	431426
