"Code","x","y","plot_type","plot_num"
"IE_ERP_2_02",93260.334688322,14043.8819948725,"path",45
"IE_ERP_2_02",1e+05,36051.964649423,"path",45
"DR_ECP_2_04",0,1132.48416202521,"path",46
"DR_ECP_2_04",100,1132.48416202521,"path",46
"DR_ECP_2_04",107.226722201032,1132.48416202521,"path",46
"DR_ECP_2_04",114.975699539774,1132.48416202521,"path",46
"DR_ECP_2_04",123.284673944207,1132.48416202521,"path",46
"DR_ECP_2_04",132.194114846603,1132.48416202521,"path",46
"DR_ECP_2_04",141.747416292681,1132.48416202521,"path",46
"DR_ECP_2_04",151.991108295293,1132.48416202521,"path",46
"DR_ECP_2_04",162.975083462064,7157.82017133393,"path",46
"DR_ECP_2_04",174.752840000768,7157.82017133393,"path",46
"DR_ECP_2_04",187.381742286038,7157.82017133393,"path",46
"DR_ECP_2_04",200.923300256505,7157.82017133393,"path",46
"DR_ECP_2_04",215.443469003188,7157.82017133393,"path",46
"DR_ECP_2_04",231.012970008316,7157.82017133393,"path",46
"DR_ECP_2_04",247.707635599171,7157.82017133393,"path",46
"DR_ECP_2_04",265.608778294669,24899.2765554314,"path",46
"DR_ECP_2_04",284.80358684358,24899.2765554314,"path",46
"DR_ECP_2_04",305.385550883342,24899.2765554314,"path",46
"DR_ECP_2_04",327.454916287773,24899.2765554314,"path",46
"DR_ECP_2_04",351.119173421513,24899.2765554314,"path",46
"DR_ECP_2_04",376.493580679247,39338.7139619449,"path",46
"DR_ECP_2_04",403.701725859656,39338.7139619449,"path",46
"DR_ECP_2_04",432.876128108306,39338.7139619449,"path",46
"DR_ECP_2_04",464.158883361278,39338.7139619449,"path",46
"DR_ECP_2_04",497.702356433211,39338.7139619449,"path",46
"DR_ECP_2_04",533.669923120631,33071.8802672733,"path",46
"DR_ECP_2_04",572.236765935022,33071.8802672733,"path",46
"DR_ECP_2_04",613.590727341317,33071.8802672733,"path",46
"DR_ECP_2_04",657.933224657568,33071.8802672733,"path",46
"DR_ECP_2_04",705.480231071864,19514.2236736287,"path",46
"DR_ECP_2_04",756.463327554629,19514.2236736287,"path",46
"DR_ECP_2_04",811.130830789687,19514.2236736287,"path",46
"DR_ECP_2_04",869.749002617784,19514.2236736287,"path",46
